r,n1,n2
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.24.132,10.190.116.8],""name"":MXTOLM01RTDCLFISP01,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.8}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.9,10.224.24.133],""name"":MXTOLM01RTDCLFISP02,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.9}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.26.132,10.190.116.10],""name"":MXTOLM01RTDCLFMOB01,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.10}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.26.133,10.190.116.11],""name"":MXTOLM01RTDCLFMOB02,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.11}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.26.134,10.190.116.12],""name"":MXTOLM01RTDCLFMOB03,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.12}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.13,10.224.26.135],""name"":MXTOLM01RTDCLFMOB04,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.13}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 5w3d,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.25.4,10.190.116.14],""name"":MXTOLM01RTDCLFWFI01,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.14}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.25.5,10.190.116.15],""name"":MXTOLM01RTDCLFWFI02,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.15}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.26.4,10.190.116.16],""name"":MXTOLM01RTDCLFENT01,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.16}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.17,10.224.26.5],""name"":MXTOLM01RTDCLFENT02,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.17}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.18,10.224.28.132],""name"":MXTOLM01RTDCLFOAM03,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.18}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.28.133,10.190.116.19],""name"":MXTOLM01RTDCLFOAM04,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.19}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.29.132,10.190.116.20],""name"":MXTOLM01RTDCLFISP03,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.20}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.29.133,10.190.116.21],""name"":MXTOLM01RTDCLFISP04,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.21}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.22,10.224.30.4],""name"":MXTOLM01RTDCLFMOB05,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.22}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.30.5,10.190.116.23],""name"":MXTOLM01RTDCLFMOB06,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.23}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.24,10.224.29.4],""name"":MXTOLM01RTDCLFWFI03,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.24}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.25,10.224.29.5],""name"":MXTOLM01RTDCLFWFI04,""model"":NCS-5502-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.25}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.26,10.224.28.134],""name"":MXTOLM01RTDCLFOAM05,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.26}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 14w4d,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.224.28.135,10.190.116.27],""name"":MXTOLM01RTDCLFOAM06,""model"":NCS-5501-SE,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.27}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.28,10.224.30.6],""name"":MXTOLM01RTDCLFMOB07,""model"":NCS-5501,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.28}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established, up for 1y01w,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPNv4 Unicast,L2VPN EVPN]}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.190.116.29,10.224.30.7],""name"":MXTOLM01RTDCLFMOB08,""model"":NCS-5501,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.29}","{""site"":BUENAVISTA / MSO IUSACELL TOLUCA,""geo_pos"":[19.3037,-99.6161],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""vendor"":Cisco,""ip"":[10.190.116.0,10.224.31.132],""name"":MXTOLM01RTDCSPINE01,""model"":NCS-5508,""type"":cisco_xr,""region"":None,""ip_transport"":10.190.116.0}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,VPN-IPv6,LABEL-IPv4]}","{""site"":MSO GUADALAJARA,""geo_pos"":[20.6101,-103.402],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.37.239.130,10.224.47.136],""name"":MXGDLM01RTDCEDGE01,""model"":NCS-5508,""type"":cisco_xr,""region"":R5,""ip_transport"":10.37.239.130}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,VPN-IPv6,LABEL-IPv4]}","{""site"":MSO GUADALAJARA,""geo_pos"":[20.6101,-103.402],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Cisco,""ip"":[10.37.239.131,10.224.47.138],""name"":MXGDLM01RTDCEDGE02,""model"":NCS-5508,""type"":cisco_xr,""region"":R5,""ip_transport"":10.37.239.131}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,MCAST-IPv4,VPN-IPv6,MVPN-IPv4,EVPN,LABEL-IPv4]}","{""geo_pos"":[25.6588,-100.283],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""ip"":[10.190.1.50],""type"":nokia_sros,""hierarchy_BGP"":RRI,""site"":BUENOS AIRES,""vendor"":Nokia,""name"":MONTER-NVL4038-CA,""model"":7750 SR-12,""region"":R4,""ip_transport"":10.190.1.50}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,MCAST-IPv4,VPN-IPv6,MVPN-IPv4,EVPN,LABEL-IPv4]}","{""site"":TLAQUEPAQUE,""geo_pos"":[20.6334,-103.31],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Nokia,""ip"":[10.190.1.152],""name"":TLAQUE-JAL5084-GA,""model"":7750 SR-12,""type"":nokia_sros,""region"":R5,""ip_transport"":10.190.1.152}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,MCAST-IPv4,VPN-IPv6,MVPN-IPv4,EVPN,LABEL-IPv4]}","{""site"":CENTRO (JAL-5019),""geo_pos"":[20.6709,-103.333],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Nokia,""ip"":[10.190.1.153],""name"":GDLCEN-JAL5019-GA,""model"":7750 SR-12,""type"":nokia_sros,""region"":R5,""ip_transport"":10.190.1.153}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
"{""first_seen"":2021-11-12T19:38:47.237064,""state"":Established,""last_seen"":2021-11-12T19:38:47.237064,""address_families"":[VPN-IPv4,MCAST-IPv4,VPN-IPv6,MVPN-IPv4,EVPN,LABEL-IPv4]}","{""site"":MEZQUITAN (JAL-5101),""geo_pos"":[20.6874,-103.359],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-12T19:38:47.237064,""vendor"":Nokia,""ip"":[10.190.1.154],""name"":MEZQUI-JAL5101-GA,""model"":7750 SR-12,""type"":nokia_sros,""region"":R5,""ip_transport"":10.190.1.154}","{""geo_pos"":[19.5265,-99.1797],""first_seen"":2021-10-26T11:51:31.116446,""last_seen"":2021-11-19T21:39:21.445479,""ip"":[10.190.3.81],""type"":nokia_sros,""hierarchy_BGP"":RRN,""site"":SWITCH TLALNEPANTLA,""vendor"":Nokia,""name"":TLALNE-MEX9226-CB,""model"":7750 SR-12,""region"":None,""ip_transport"":10.190.3.81}"
